timestamp,open,high,low,close,volume
2018-02-02,339.85,359.66,338.28,343.75,23333591
2018-02-09,337.97,348.62,294.76,310.42,37630091
2018-02-16,316.13,343.12,306.25,335.49,26081845
2018-02-23,334.47,354.99,331.5,352.05,19909850
2018-03-02,353.5,359.99,322.97,335.12,27095733
2018-03-09,332.39,337.75,321.74,327.17,22073470
2018-03-16,328.61,347.21,319.07,321.35,34502311
2018-03-23,316.5,322.44,300.45,301.54,29609674
2018-03-29,307.34,307.59,248.21,266.13,58192993
2018-04-06,256.26,309.28,244.59,299.3,87496485
2018-04-13,300.37,309.5,289.21,300.34,43693001
2018-04-20,299.0,301.01,282.51,290.24,31614738
2018-04-27,291.29,294.47,276.5,294.08,23312899
2018-05-04,293.61,306.85,275.23,294.09,43745629
2018-05-11,297.5,312.99,295.17,301.06,30666799
2018-05-18,303.32,304.94,274.0,276.82,34152495
2018-05-25,281.33,291.49,273.42,278.85,32165170
2018-06-01,278.51,295.01,276.15,291.82,24500433
2018-06-08,294.34,330.0,286.74,317.66,52110709
2018-06-15,322.51,364.67,322.5,358.17,66829957
2018-06-22,355.4,373.73,332.0,333.63,51451989
2018-06-29,330.12,357.02,325.8,342.95,37607919
2018-07-06,360.07,364.78,296.22,308.9,57384228
2018-07-13,311.99,327.68,308.0,318.87,33549263
2018-07-20,311.71,325.5,306.25,313.58,31520990
2018-07-27,301.84,310.7,292.55,297.18,38011759
2018-08-03,295.9,355.0,286.13,348.17,58891866
2018-08-10,345.46,387.46,339.15,355.49,92747117
2018-08-17,361.13,363.19,303.53,305.5,51574211
2018-08-24,291.7,327.32,288.2,322.82,45270370
2018-08-31,318.0,322.44,297.72,301.66,40767581
2018-09-07,296.94,298.19,252.25,263.24,46043981
2018-09-14,273.26,297.33,271.0,295.2,46574892
2018-09-21,290.04,305.98,275.5,299.1,44129916
2018-09-28,298.48,314.96,260.56,264.77,59326690
2018-10-05,305.77,316.84,260.0,261.95,69274845
2018-10-12,264.52,267.76,247.77,258.78,53717647
2018-10-19,259.06,282.7,253.5,260.0,39178641
2018-10-26,260.68,339.9,252.59,330.9,92952515
2018-11-02,337.47,349.2,322.26,346.41,47045182
2018-11-09,340.5,357.58,330.14,350.51,34157979
2018-11-16,348.37,355.7,330.34,354.31,29262317
2018-11-23,356.34,366.75,325.55,325.83,26603030
2018-11-30,325.0,351.6,325.0,350.48,27187638
2018-12-07,360.0,379.49,350.76,357.97,36122141
2018-12-14,360.0,377.87,353.12,365.71,31652681
2018-12-21,362.0,365.7,311.87,319.77,40136847
2018-12-28,313.5,336.24,294.09,333.87,32237176
2019-01-04,337.79,339.21,297.38,317.69,32320286
2019-01-11,321.72,348.41,317.75,347.26,31088092
2019-01-18,342.38,352.0,299.73,302.26,43823109
2019-01-25,304.82,308.0,279.28,297.04,39866967
2019-02-01,292.91,316.1,287.75,312.21,42147975
2019-02-08,312.98,324.24,298.5,305.8,31498216
2019-02-15,311.6,318.6,301.0,307.88,26894679
2019-02-22,306.56,311.54,290.5,294.71,25960300
2019-03-01,297.91,320.0,288.77,294.79,59824993
2019-03-08,298.12,299.0,270.1,284.14,64459151
2019-03-15,283.52,295.39,274.4,275.43,43630112
2019-03-22,276.0,278.05,263.46,264.53,43682541
2019-03-29,259.71,280.33,254.46,279.86,39110574
2019-04-05,282.62,296.17,260.59,274.96,58278229
2019-04-12,277.69,281.16,265.6,267.7,39957682
2019-04-18,268.63,275.0,258.63,273.26,28314302
2019-04-26,269.0,269.68,231.13,235.14,78028556
2019-05-03,235.86,256.61,231.5,255.03,78749568
2019-05-10,250.02,258.35,236.02,239.52,40861509
2019-05-17,232.01,234.5,208.92,211.03,50653123
2019-05-24,202.8,207.4,186.22,190.63,97898995
2019-05-31,191.2,195.0,184.1,185.16,40614746
2019-06-07,185.51,211.0,176.99,204.5,76628366
2019-06-14,210.25,223.38,207.51,214.92,53037782
2019-06-21,215.48,234.74,214.27,221.86,51673266
2019-06-28,223.24,227.23,217.35,223.46,33631144
2019-07-05,230.21,241.57,222.22,233.1,38763877
2019-07-12,231.24,245.38,227.28,245.08,37932064
2019-07-19,248.0,259.96,244.86,258.18,40726701
2019-07-26,258.75,266.07,222.25,228.04,55388178
2019-08-02,227.09,246.68,226.03,234.34,40956550
2019-08-09,229.6,239.8,225.75,235.01,26541572
2019-08-16,232.99,236.0,211.55,219.94,32534854
2019-08-23,224.21,229.09,211.0,211.4,32406687
2019-08-30,213.6,232.44,211.54,225.61,28209102
2019-09-06,224.08,229.8,219.21,227.45,22721936
2019-09-13,230.0,253.5,228.94,245.2,33623515
2019-09-20,246.0,248.17,238.16,240.62,24292507
2019-09-27,240.0,248.71,218.36,242.13,49978992
2019-10-04,243.0,245.95,224.28,231.43,41557942
2019-10-11,229.8,251.08,228.55,247.89,38525904
2019-10-18,247.9,264.78,247.13,256.95,33910553
2019-10-25,258.33,330.0,250.18,328.13,80686938
2019-11-01,327.54,340.84,309.8,313.31,52514801
2019-11-08,314.8,341.5,309.26,337.14,44212958
2019-11-15,343.95,356.33,342.0,352.17,37105201
2019-11-22,352.92,361.2,330.0,333.04,41859203
2019-11-29,344.32,344.57,327.1,329.94,28331092
2019-12-06,329.4,338.86,327.25,335.89,29587630
2019-12-13,336.59,365.21,335.08,358.39,39149822
2019-12-20,362.55,413.0,362.5,405.59,73766620
2019-12-27,411.78,435.31,410.0,430.38,41992657
2020-01-03,428.79,454.0,402.08,443.01,50246804
2020-01-10,440.47,498.8,440.0,478.15,101006048
2020-01-17,493.5,547.41,492.0,510.5,108103392
2020-01-24,530.25,594.5,528.41,564.82,82820940
2020-01-31,541.99,653.0,539.28,650.57,88338175
2020-02-07,673.69,968.99,673.52,748.07,213540363
2020-02-14,800.0,819.99,735.0,800.03,90392165
2020-02-21,841.6,944.78,832.36,901.0,74095666
2020-02-28,839.0,863.5,611.52,667.99,95477818
2020-03-06,711.26,806.98,684.27,703.48,84543546
2020-03-13,605.39,668.0,502.0,546.62,87631076
2020-03-20,469.5,494.87,350.51,427.53,126590011
2020-03-27,433.6,560.0,410.5,514.36,92371954
2020-04-03,510.26,542.96,446.4,480.01,85543235
2020-04-09,511.2,575.18,497.96,573.0,59127644
2020-04-17,590.16,774.95,580.53,753.89,110415032
2020-04-24,732.7,765.57,673.79,725.15,75654810
2020-05-01,737.61,869.82,683.04,701.32,113123049
2020-05-08,701.0,824.0,698.0,819.42,75009750
2020-05-15,790.51,843.29,763.3,799.17,75692613
2020-05-22,827.78,834.72,796.0,816.88,50813894
2020-05-29,834.5,835.0,785.0,835.0,38727529
2020-06-05,858.0,908.66,854.1,885.66,53299992
2020-06-12,919.0,1027.48,909.16,935.28,76806150
2020-06-19,917.79,1019.2,908.5,1000.9,58070741
2020-06-26,999.95,1012.0,937.15,959.74,41796671
2020-07-02,969.01,1228.0,948.5201,1208.66,56521929
2020-07-10,1276.69,1548.92,1266.04,1544.65,93458418
2020-07-17,1659.0,1794.99,1431.0,1500.84,102433380
2020-07-24,1519.01,1689.0,1366.5401,1417.0,90613325
2020-07-31,1435.0,1564.7,1413.0003,1430.76,61152261
2020-08-07,1449.2,1527.41,1415.01,1452.71,37091084
2020-08-14,1448.0,1668.8,1365.0,1650.71,71049854
2020-08-21,1677.0,2095.49,1672.83,2049.98,90804281
2020-08-28,2126.275,2318.49,1927.52,2213.4,88736115
2020-09-04,444.61,502.49,372.0201,418.32,500060538
2020-09-11,356.0,398.99,329.88,372.72,340579527
2020-09-18,380.95,461.94,373.3,442.15,416051578
2020-09-25,453.13,455.68,351.3,407.34,447901291
2020-10-02,424.62,448.88,411.6,415.09,270378010
2020-10-09,423.35,439.0,406.05,434.0,206343526
2020-10-16,442.0,465.9,436.6,439.67,189748425
