,timestamp,1. open,2. high,3. low,4. close,5. volume
0,2018-01-23 12:00:00,67.218,68.245,67.1625,68.1525,25547620
1,2018-01-23 16:00:00,68.127,68.291,67.3755,68.0585,6055040
2,2018-01-24 04:00:00,68.25,68.4645,68.25,68.43,186960
3,2018-01-24 08:00:00,68.435,69.408,67.581,68.017,47351340
4,2018-01-24 12:00:00,68.0,68.428,66.9,67.8755,41679900
5,2018-01-24 16:00:00,67.8755,67.975,67.8495,67.975,6749960
6,2018-01-25 04:00:00,68.3345,68.5775,68.261,68.5495,224820
7,2018-01-25 08:00:00,68.5495,68.727,67.881,68.646,30909140
8,2018-01-25 12:00:00,68.6405,68.917,68.1875,68.8655,31416640
9,2018-01-25 16:00:00,68.8975,68.92,68.7785,68.9,4495620
10,2018-01-26 04:00:00,69.1,69.675,69.1,69.5,313240
11,2018-01-26 08:00:00,69.675,70.003,69.04,69.7105,30132540
12,2018-01-26 12:00:00,69.713,70.1265,69.5795,70.0595,25624540
13,2018-01-26 16:00:00,70.1025,70.339,70.0325,70.315,10905240
14,2018-01-29 04:00:00,70.4,70.4925,70.125,70.3,379820
15,2018-01-29 08:00:00,70.3755,71.0455,70.022,70.7365,36802100
16,2018-01-29 12:00:00,70.7495,71.5695,70.55,70.884,33717680
17,2018-01-29 16:00:00,70.884,71.4315,70.8,70.9505,5301980
18,2018-01-30 04:00:00,70.575,71.55,70.575,70.9,521620
19,2018-01-30 08:00:00,70.8925,71.5845,69.6,71.446,44456900
20,2018-01-30 12:00:00,71.4465,71.9625,70.801,71.9095,29353800
21,2018-01-30 16:00:00,71.891,71.944,71.3765,71.9,3402000
22,2018-01-31 04:00:00,72.4,72.697,72.2,72.494,552440
23,2018-01-31 08:00:00,72.25,73.2325,72.25,72.8015,34830700
24,2018-01-31 12:00:00,72.797,73.629,72.502,72.5695,44592460
25,2018-01-31 16:00:00,72.5775,73.15,72.25,73.15,7372700
26,2018-02-20 12:00:00,73.5185,73.6105,72.7,73.418,25086360
27,2018-02-20 16:00:00,73.4175,73.625,73.317,73.625,4521160
28,2018-02-21 04:00:00,73.6,74.05,73.45,74.05,188160
29,2018-02-21 08:00:00,73.595,74.8985,73.595,74.644,36423440
30,2018-02-21 12:00:00,74.655,75.1745,74.085,74.146,43566800
31,2018-02-21 16:00:00,74.146,74.15,73.85,73.85,3229880
32,2018-02-22 04:00:00,73.855,74.7245,73.8225,74.575,457740
33,2018-02-22 08:00:00,74.5785,75.127,74.2745,74.5625,29805200
34,2018-02-22 12:00:00,74.581,74.7195,73.788,74.2295,29877780
35,2018-02-22 16:00:00,74.267,74.46,74.175,74.46,4129740
36,2018-02-23 04:00:00,74.75,74.889,74.5805,74.7,359580
37,2018-02-23 08:00:00,74.6625,74.894,74.325,74.5705,24093940
38,2018-02-23 12:00:00,74.581,75.0,74.4245,75.0,30499820
39,2018-02-23 16:00:00,75.0,75.033,74.9545,75.018,4304160
40,2018-02-26 04:00:00,75.25,75.56,75.25,75.56,505800
41,2018-02-26 08:00:00,75.2755,76.142,75.2755,75.885,36611340
42,2018-02-26 12:00:00,75.8945,76.099,75.641,76.0975,26020460
43,2018-02-26 16:00:00,76.0975,76.245,75.8865,76.244,4912440
44,2018-02-27 04:00:00,76.45,76.45,75.9755,76.25,456700
45,2018-02-27 08:00:00,76.0,76.339,75.75,75.798,33091440
46,2018-02-27 12:00:00,75.806,75.982,75.3605,75.6,26991960
47,2018-02-27 16:00:00,75.599,75.811,75.599,75.804,2907620
48,2018-02-28 04:00:00,76.0,76.0125,75.8605,75.9555,130740
49,2018-02-28 08:00:00,75.9,76.435,75.707,76.012,24380060
50,2018-02-28 12:00:00,76.026,76.325,75.6,75.6225,24278760
51,2018-02-28 16:00:00,75.6225,75.8,75.62,75.8,11631040
52,2018-03-21 16:00:00,79.146,79.175,78.9035,79.0,3778140
53,2018-03-22 04:00:00,78.6375,78.6375,78.294,78.45,86460
54,2018-03-22 08:00:00,78.429,78.7,77.25,77.5295,35990860
55,2018-03-22 12:00:00,77.5265,78.273,77.12,77.246,35867140
56,2018-03-22 16:00:00,77.246,77.766,75.9125,76.3495,5958320
57,2018-03-23 04:00:00,76.43,76.7105,75.7,76.7105,446940
58,2018-03-23 08:00:00,76.4775,77.451,75.8515,75.9905,39802080
59,2018-03-23 12:00:00,75.963,76.545,74.768,74.7775,54443720
60,2018-03-23 16:00:00,74.7775,74.99,74.6875,74.75,6070360
61,2018-03-26 04:00:00,75.5505,76.5885,75.5505,76.1875,403960
62,2018-03-26 08:00:00,76.4995,76.9635,74.9625,75.918,36703780
63,2018-03-26 12:00:00,75.9015,77.8495,75.55,77.7935,28426980
64,2018-03-26 16:00:00,77.793,78.0,77.6885,78.0,6919860
65,2018-03-27 04:00:00,78.65,78.8,78.427,78.5005,232100
66,2018-03-27 08:00:00,78.4005,78.7755,78.136,78.713,29825320
67,2018-03-27 12:00:00,78.709,78.7985,74.116,74.856,52175100
68,2018-03-27 16:00:00,74.8525,75.5,74.8,75.5,4916100
69,2018-03-28 04:00:00,74.2,75.4995,74.2,74.8665,423280
70,2018-03-28 08:00:00,75.4225,75.45,69.3085,71.281,100829560
71,2018-03-28 12:00:00,71.3285,72.795,70.6515,71.4595,66910940
72,2018-03-28 16:00:00,71.4715,71.749,71.25,71.35,5455420
73,2018-03-29 04:00:00,71.3915,72.7525,71.35,71.918,390840
74,2018-03-29 08:00:00,71.975,72.75,68.26,70.8905,90142540
75,2018-03-29 12:00:00,70.8825,72.7735,70.167,72.298,65607880
76,2018-03-29 16:00:00,72.367,72.3835,72.1475,72.3,13075560
77,2018-04-20 16:00:00,76.3745,76.63,76.275,76.63,4500460
78,2018-04-23 04:00:00,76.6,76.9075,76.55,76.8995,144000
79,2018-04-23 08:00:00,76.9015,77.4,76.1515,76.8505,27039540
80,2018-04-23 12:00:00,76.85,76.916,75.1705,75.8925,26591320
81,2018-04-23 16:00:00,75.893,76.5925,75.6,76.15,5777280
82,2018-04-24 04:00:00,76.45,76.875,76.45,76.75,308580
83,2018-04-24 08:00:00,76.6,76.975,73.456,73.7805,43191060
84,2018-04-24 12:00:00,73.78,73.933,72.4225,73.0305,49463520
85,2018-04-24 16:00:00,73.0045,73.2775,72.9,73.2775,7506440
86,2018-04-25 04:00:00,73.1325,73.25,72.048,72.775,223220
87,2018-04-25 08:00:00,73.25,73.4995,70.751,72.5305,52845460
88,2018-04-25 12:00:00,72.5135,73.4,72.271,73.087,27929700
89,2018-04-25 16:00:00,73.0085,74.4,73.0085,74.315,6704780
90,2018-04-26 04:00:00,74.245,74.6,74.0,74.31,265720
91,2018-04-26 08:00:00,74.4,75.25,73.925,74.887,34121420
92,2018-04-26 12:00:00,74.91,76.471,74.867,75.964,42292420
93,2018-04-26 16:00:00,75.898,82.05,75.898,80.9,25690920
94,2018-04-27 04:00:00,80.3605,81.65,80.3605,81.5505,1364280
95,2018-04-27 08:00:00,81.25,83.2405,78.5885,79.567,108063780
96,2018-04-27 12:00:00,79.57,79.898,78.3695,78.638,47412420
97,2018-04-27 16:00:00,78.631,78.6505,78.2985,78.395,4960060
98,2018-04-30 04:00:00,79.2505,79.453,79.05,79.055,465160
99,2018-04-30 08:00:00,79.085,79.8,78.25,78.791,36989040
100,2018-04-30 12:00:00,78.7785,78.8365,78.047,78.3065,24368680
101,2018-04-30 16:00:00,78.3065,78.575,78.3065,78.575,7316640
102,2018-05-22 08:00:00,79.4275,79.4945,78.7625,79.0405,10440280
103,2018-05-22 12:00:00,79.0465,79.314,78.936,79.0695,9113840
104,2018-05-22 16:00:00,79.07,79.1495,79.025,79.0505,5246540
105,2018-05-23 04:00:00,78.246,78.6,78.246,78.45,58740
106,2018-05-23 08:00:00,78.5025,79.2235,78.317,79.013,14249040
107,2018-05-23 12:00:00,79.0245,80.093,78.973,80.093,20850760
108,2018-05-23 16:00:00,80.093,80.1,79.4115,80.0085,7310040
109,2018-05-24 04:00:00,80.1745,80.2,79.999,80.061,116760
110,2018-05-24 08:00:00,80.025,80.109,79.419,79.9575,20621060
111,2018-05-24 12:00:00,79.9465,80.412,79.9055,80.174,18373440
112,2018-05-24 16:00:00,80.1535,80.314,80.1075,80.2585,2779800
113,2018-05-25 04:00:00,80.25,80.4375,80.089,80.125,104140
114,2018-05-25 08:00:00,80.4,80.706,80.0,80.585,17030220
115,2018-05-25 12:00:00,80.583,80.6495,80.3695,80.481,11394060
116,2018-05-25 16:00:00,80.5075,80.5075,80.4355,80.4575,2587940
117,2018-05-29 04:00:00,79.984,80.189,79.75,80.05,203020
