timestamp,open,high,low,close,volume
2018-02-01 04:00:00,23.72,23.72,23.5267,23.5267,7500
2018-02-01 08:00:00,23.5333,23.9773,23.3267,23.5567,29937750
2018-02-01 12:00:00,23.5573,23.5733,23.242,23.2833,16564080
2018-02-01 16:00:00,23.2833,23.4167,23.262,23.3667,2331975
2018-02-02 04:00:00,23.2467,23.2507,23.0593,23.0593,265755
2018-02-02 08:00:00,23.1,23.4633,22.9333,22.9707,18541890
2018-02-02 12:00:00,22.9827,23.1553,22.7007,22.9167,22640355
2018-02-02 16:00:00,22.9167,22.92,22.8,22.84,1407690
2018-02-05 04:00:00,22.6,22.7533,22.4413,22.4667,485115
2018-02-05 08:00:00,22.5733,22.9647,22.3867,22.8195,20991645
2018-02-05 12:00:00,22.817,22.836,22.2,22.21,26327775
2018-02-05 16:00:00,22.2087,22.2167,22.0,22.0333,4371960
2018-02-06 04:00:00,22.0367,22.0667,21.542,21.802,540300
2018-02-06 08:00:00,21.7327,22.4147,21.5667,21.9813,30707145
2018-02-06 12:00:00,21.957,22.31,21.6833,22.2647,25428105
2018-02-06 16:00:00,22.2647,22.396,22.242,22.3953,2312820
2018-02-07 04:00:00,22.3327,22.6667,22.1893,22.5427,196155
2018-02-07 08:00:00,22.5147,23.0613,22.3773,22.9913,29002845
2018-02-07 12:00:00,22.987,23.0667,22.458,22.9847,37859685
2018-02-07 16:00:00,22.9993,23.778,22.4227,22.9,14501505
2018-02-08 04:00:00,22.896,22.9333,22.5667,22.9,234600
2018-02-08 08:00:00,22.88,23.2413,21.866,22.1327,57324945
2018-02-08 12:00:00,22.15,22.168,20.9733,21.03,63711960
2018-02-08 16:00:00,21.0153,21.1333,20.8667,21.0667,4150935
2018-02-09 04:00:00,21.4,21.5933,21.1753,21.2167,471885
2018-02-09 08:00:00,21.2667,21.488,20.0,20.0967,73976175
2018-02-09 12:00:00,20.1053,20.9333,19.6507,20.6947,81977235
2018-02-09 16:00:00,20.6947,20.75,20.662,20.75,1516335
2018-02-12 04:00:00,21.066,21.1213,20.9,21.1,253605
2018-02-12 08:00:00,21.0467,21.2747,20.4167,20.8264,40617075
2018-02-12 12:00:00,20.8307,21.2053,20.7013,21.0473,31864275
2018-02-12 16:00:00,21.0487,21.1,21.0,21.0487,1448490
2018-02-13 04:00:00,21.128,21.1667,21.0213,21.0773,73380
2018-02-13 08:00:00,21.0773,21.4967,20.834,21.3673,29716230
2018-02-13 12:00:00,21.3658,21.6127,21.2413,21.5667,22970745
2018-02-13 16:00:00,21.5773,21.7327,21.5533,21.6333,1637985
2018-02-14 04:00:00,21.612,21.6733,21.6,21.6433,59835
2018-02-14 08:00:00,21.65,21.6767,21.2347,21.5144,23720550
