timestamp,open,high,low,close,volume
2018-02-01 04:00:00,39.4782,39.4782,39.2902,39.3959,381296
2018-02-01 08:00:00,39.3959,39.5393,39.1562,39.4899,52041724
2018-02-01 12:00:00,39.4899,39.6238,39.1985,39.4077,67919264
2018-02-01 16:00:00,39.4265,40.9468,38.1975,40.7682,45931032
2018-02-02 04:00:00,40.3124,40.4957,39.3137,39.7178,4974476
2018-02-02 08:00:00,39.6779,39.8024,38.2398,38.2904,150530464
2018-02-02 12:00:00,38.2891,38.3385,37.6217,37.6946,132891708
2018-02-02 16:00:00,37.6335,38.1185,37.5982,37.6029,21665856
2018-02-05 04:00:00,37.5982,37.7627,37.1917,37.281,1567148
2018-02-05 08:00:00,37.5982,38.51,37.1283,37.9848,106655176
2018-02-05 12:00:00,37.9813,38.181,36.6583,36.7734,133415080
2018-02-05 16:00:00,36.7734,37.7745,36.5102,36.522,17915924
2018-02-06 04:00:00,36.5666,36.8698,36.3035,36.6089,1111868
2018-02-06 08:00:00,36.6583,37.8332,36.1883,37.2552,112583524
2018-02-06 12:00:00,37.2599,38.4724,37.2458,38.3173,107883268
2018-02-06 16:00:00,38.3103,38.416,38.174,38.2703,16685436
2018-02-07 04:00:00,37.986,38.2445,37.8332,38.1904,476684
2018-02-07 08:00:00,38.1093,38.3972,37.8591,37.9871,73605504
2018-02-07 12:00:00,37.9954,38.0259,37.3794,37.4854,91354228
2018-02-07 16:00:00,37.4854,37.997,37.3069,37.3398,11537324
2018-02-08 04:00:00,37.5512,37.7063,37.3398,37.6217,439164
2018-02-08 08:00:00,37.6335,37.8332,37.3891,37.6946,72438668
2018-02-08 12:00:00,37.6946,37.7275,36.4303,36.4609,102115176
2018-02-08 16:00:00,36.4585,36.8792,36.4585,36.717,15555500
2018-02-09 04:00:00,36.9263,37.0183,36.6479,36.6738,481196
2018-02-09 08:00:00,36.6974,37.2519,36.5087,36.5614,82733336
2018-02-09 12:00:00,36.5582,37.0843,35.447,36.8578,136138736
2018-02-09 16:00:00,36.9027,36.9805,36.7871,36.9805,13802636
2018-02-12 04:00:00,37.1952,37.6081,37.1952,37.4477,415824
2018-02-12 08:00:00,37.4666,38.2499,36.9027,38.2428,95877888
2018-02-12 12:00:00,38.2425,38.6675,38.1814,38.3985,89194904
2018-02-12 16:00:00,38.3891,38.4504,38.3513,38.3749,18182272
2018-02-13 04:00:00,38.3749,38.3749,38.139,38.2687,333568
2018-02-13 08:00:00,38.1744,38.6415,38.0871,38.4504,50030720
2018-02-13 12:00:00,38.4528,38.8704,38.3301,38.7748,54786276
2018-02-13 16:00:00,38.7736,38.7807,38.4468,38.717,5943220
2018-02-14 04:00:00,38.9294,39.0001,38.8704,38.8963,372748
2018-02-14 08:00:00,38.9058,39.1205,38.172,38.9747,67467704
2018-02-14 12:00:00,38.9768,39.5286,38.9176,39.4862,63227828
2018-02-14 16:00:00,39.4885,39.8566,39.4484,39.8566,9830096
2018-02-15 04:00:00,40.0147,40.1043,39.8684,39.9203,878584
2018-02-15 08:00:00,39.9344,40.5951,39.8424,40.4276,97117128
2018-02-15 12:00:00,40.4228,40.8381,40.3544,40.8168,78698604
2018-02-15 16:00:00,40.8145,40.8876,40.6706,40.8876,9808476
2018-02-16 04:00:00,40.8994,41.1141,40.713,40.7697,608096
2018-02-16 08:00:00,40.7933,41.19,40.5266,41.1236,67053824
2018-02-16 12:00:00,41.1283,41.2462,40.6824,40.6871,69377180
2018-02-16 16:00:00,40.6824,41.062,40.562,40.5691,8296784
2018-02-20 04:00:00,40.3686,40.5196,40.1515,40.5078,615656
2018-02-20 08:00:00,40.5007,41.1141,40.3308,41.0658,54032936
2018-02-20 12:00:00,41.0693,41.1094,40.4441,40.5455,57446880
