timestamp,open,high,low,close,volume
2018-02-01 00:00:00,10285.1,10335.0,9959.04,10069.8,24575498.40711174
2018-02-01 04:00:00,10069.77,10275.47,10000.01,10063.75,19103285.528596967
2018-02-01 08:00:00,10063.75,10078.1,9500.0,9591.44,71916487.20080337
2018-02-01 12:00:00,9591.45,9665.58,9224.0,9339.87,62185130.57945632
2018-02-01 16:00:00,9326.23,9340.0,8900.0,8941.94,67400332.0180255
2018-02-01 20:00:00,8937.86,9560.01,8750.99,9224.52,72455612.25037721
2018-02-02 00:00:00,9224.52,9250.0,8734.0,8883.11,54858649.50255536
2018-02-02 04:00:00,8878.59,8925.0,8505.0,8673.11,56675046.52320045
2018-02-02 08:00:00,8673.11,8691.09,8250.92,8299.75,63867374.60174976
2018-02-02 12:00:00,8299.75,9120.0,8010.02,9070.0,154755836.28463733
2018-02-02 16:00:00,9070.0,9247.79,8501.0,8699.72,71861121.707082
2018-02-02 20:00:00,8700.0,8967.45,8556.93,8873.03,32218455.08526248
2018-02-03 00:00:00,8873.03,8920.0,8233.0,8344.81,43141201.00808101
2018-02-03 04:00:00,8344.88,8788.0,8229.0,8708.82,35445953.46630595
2018-02-03 08:00:00,8708.82,9123.0,8579.0,9099.87,45279225.58002914
2018-02-03 12:00:00,9099.87,9459.6,8969.0,9173.0,65220064.5914757
2018-02-03 16:00:00,9173.01,9401.0,9055.0,9339.43,37028104.02685062
2018-02-03 20:00:00,9350.0,9473.01,9022.0,9199.96,30720180.38716848
2018-02-04 00:00:00,9199.96,9250.0,8901.01,9219.18,25530873.46386455
2018-02-04 04:00:00,9219.19,9368.0,9075.01,9200.0,22440446.39943255
2018-02-04 08:00:00,9200.0,9216.0,8687.45,8691.99,47314068.2614779
2018-02-04 12:00:00,8691.99,8894.12,8357.93,8419.96,63328607.70923217
2018-02-04 16:00:00,8419.96,8585.0,8180.0,8264.2,48087307.09332892
2018-02-04 20:00:00,8264.19,8474.0,7930.0,8184.81,68210985.49398589
2018-02-05 00:00:00,8179.99,8342.05,7910.0,8137.23,50533273.39559983
2018-02-05 04:00:00,8148.83,8382.8,7915.01,7965.01,37524656.77262862
2018-02-05 08:00:00,7965.01,8049.99,7510.0,7578.0,66911038.12457046
2018-02-05 12:00:00,7572.32,7788.87,7167.0,7384.85,92227523.25573649
2018-02-05 16:00:00,7375.49,7536.41,6625.0,6698.33,95894630.3159038
