timestamp,open,high,low,close,volume
2018-02-04,11879.95,11975.02,7930.0,8184.81,1896352538.670673
2018-02-11,8179.99,9065.78,6000.01,8063.88,2608962030.9285064
2018-02-18,8063.82,11274.0,8053.0,10383.43,3026660454.8544908
2018-02-25,10375.01,11786.01,9274.8,9590.0,3657589238.5328994
2018-03-04,9590.0,11565.0,9350.0,11515.0,1967477246.427072
2018-03-11,11515.0,11710.0,8329.0,9533.57,2719942892.647309
2018-03-18,9533.57,9888.88,7322.0,8189.99,2657745291.1090126
2018-03-25,8189.0,9177.01,8088.4,8470.15,2464528929.914906
2018-04-01,8470.14,8514.89,6430.0,6813.01,2276980709.5920525
2018-04-08,6813.01,7520.0,6500.0,7018.0,1616723766.0660725
2018-04-15,7011.04,8429.54,6611.0,8355.0,1959208437.53564
2018-04-22,8355.07,9035.0,7825.4,8787.02,1952372499.3863933
2018-04-29,8785.7,9759.82,8651.62,9419.0,2812613536.4815598
2018-05-06,9417.04,10020.0,8800.49,9659.01,2089890919.300103
2018-05-13,9661.02,9689.67,8153.0,8679.71,1995981257.4347427
2018-05-20,8679.71,8879.99,7911.9,8526.98,1528659945.0791533
2018-05-27,8526.97,8595.31,7231.11,7338.99,1473706966.3342865
2018-06-03,7338.99,7786.69,7032.95,7714.26,1580400448.729519
2018-06-10,7714.26,7765.0,6622.81,6764.99,1574558979.8373327
2018-06-17,6765.0,6922.0,6118.68,6449.61,1532387822.7080858
2018-06-24,6444.06,6841.74,5750.0,6136.97,1493387501.4582708
2018-07-01,6137.95,6528.99,5780.0,6356.81,1282960927.4924057
2018-07-08,6360.82,6818.16,6271.62,6712.1,1393368254.076007
2018-07-15,6712.1,6802.06,6070.0,6353.01,1225870847.4731443
2018-07-22,6354.15,7700.0,6330.4,7394.79,2128249956.9973235
2018-07-29,7394.78,8491.77,7375.0,8211.0,2332298260.584472
2018-08-05,8210.99,8273.0,6882.29,7024.19,2132225331.2656577
2018-08-12,7024.19,7160.0,5971.0,6308.33,2169762287.5202613
2018-08-19,6308.56,6620.0,5880.0,6477.53,2401304850.578152
2018-08-26,6477.53,6882.54,6220.0,6700.0,1870078552.6344423
2018-09-02,6700.0,7345.45,6646.5,7302.01,2064905776.219665
2018-09-09,7302.0,7410.0,6111.0,6250.81,2060238359.3451552
2018-09-16,6252.26,6584.99,6169.68,6505.0,1455546755.8541198
2018-09-23,6500.08,6839.03,6123.0,6708.0,1590443498.5932746
2018-09-30,6706.81,6814.8,6325.02,6626.57,1592066012.4053094
2018-10-07,6626.57,6697.0,6430.0,6615.26,931813926.7749728
2018-10-14,6615.26,6715.6,6205.0,6339.34,1068868812.2791338
2018-10-21,6339.34,7680.0,6300.0,6590.11,1434684785.8510528
2018-10-28,6590.12,6639.0,6453.0,6489.93,494030438.1477376
2018-11-04,6489.93,6525.0,6245.02,6485.85,459573574.679437
2018-11-11,6485.85,6615.15,6355.0,6449.81,494186439.10114735
2018-11-18,6450.71,6498.0,5403.42,5662.0,1193362837.9036088
2018-11-25,5661.94,5664.0,3652.66,4085.78,2227689691.7363706
2018-12-02,4088.69,4450.38,3689.12,4161.01,1958210804.8945973
2018-12-09,4160.55,4179.0,3222.0,3545.37,1482749121.293898
2018-12-16,3548.49,3610.0,3156.26,3228.67,836152010.4252874
2018-12-23,3229.22,4139.99,3216.0,3929.71,1847570818.3619864
2018-12-30,3929.71,4198.0,3535.0,3801.91,1265644273.2709773
2019-01-06,3803.12,4027.71,3630.33,3987.6,814657329.2561299
2019-01-13,3987.62,4069.8,3441.3,3476.81,927969289.1543044
2019-01-20,3477.56,3720.0,3467.02,3539.28,716452001.8777007
2019-01-27,3539.26,3662.94,3434.85,3550.84,549194588.0437918
2019-02-03,3550.05,3557.75,3349.92,3458.11,642262558.3385055
2019-02-10,3458.11,3733.58,3373.1,3680.06,696930950.5751894
2019-02-17,3679.75,3700.11,3568.11,3667.58,608476271.5498095
2019-02-24,3667.62,4198.0,3655.0,3743.56,1179944577.934646
2019-03-03,3743.56,3888.0,3677.17,3807.75,726304516.1142129
2019-03-10,3807.32,3971.75,3670.69,3916.82,799736773.6725284
2019-03-17,3915.99,4056.98,3810.43,3981.14,725510328.9612997
2019-03-24,3981.85,4069.32,3880.01,3992.18,624615988.9141761
2019-03-31,3991.35,4140.0,3888.71,4103.95,715252731.25725
2019-04-07,4102.44,5275.01,4067.0,5170.27,2046260260.7283068
2019-04-14,5170.27,5422.0,4861.22,5131.3,1271184321.404522
2019-04-21,5131.28,5333.42,4950.0,5256.14,875025579.9790536
2019-04-28,5257.41,5600.0,5102.0,5307.52,1329057592.826584
2019-05-05,5309.81,5900.0,5178.8,5775.62,1069857115.7025936
2019-05-12,5773.18,7521.78,5619.14,6967.31,2043227205.838493
2019-05-19,6968.24,8366.0,6870.0,8148.48,3556014747.6342974
2019-05-26,8147.94,8740.0,7461.0,8614.43,2706217167.1788926
2019-06-02,8612.54,9074.26,8005.0,8725.98,2508992950.944476
2019-06-09,8726.0,8800.95,7444.58,7628.13,2321265141.037009
2019-06-16,7627.57,9333.0,7511.0,8953.33,2290974623.7324395
2019-06-23,8953.0,11392.64,8950.0,10906.07,3761392791.593737
2019-06-30,10905.95,13970.0,10525.1,10854.1,8152194088.574193
2019-07-07,10854.1,12000.0,9727.0,11406.24,5704614704.935866
2019-07-14,11410.0,13147.08,10103.0,10174.18,6013145209.00872
2019-07-21,10174.18,11100.0,9060.0,10589.45,4956031258.620161
2019-07-28,10590.15,10683.16,9165.0,9541.54,2669509015.232091
2019-08-04,9541.54,11040.0,9395.0,10929.23,2646182927.6158624
2019-08-11,10929.99,12330.7,10927.8,11549.97,4345174154.729532
2019-08-18,11539.08,11577.89,9750.0,10306.78,2598294179.232416
2019-08-25,10306.17,10949.96,9762.0,10142.69,2394985938.283767
2019-09-01,10142.69,10604.0,9320.0,9724.98,2087949081.1662169
2019-09-08,9723.59,10905.87,9712.5,10381.18,2937882776.0814943
2019-09-15,10381.24,10480.0,9880.0,10302.01,2120624279.681872
2019-09-22,10303.34,10355.0,9653.0,10028.87,1906343743.6461413
2019-09-29,10028.05,10049.99,7750.0,8043.82,3105752375.229093
2019-10-06,8043.04,8500.0,7710.0,7854.25,1946744856.5708687
2019-10-13,7855.3,8779.51,7762.0,8275.01,2342638084.5951705
2019-10-20,8275.24,8403.0,7816.01,8223.35,1772929260.866217
2019-10-27,8223.35,10370.0,7300.0,9529.93,4412131949.683102
2019-11-03,9528.23,9902.1,8913.0,9194.71,3288114749.75205
2019-11-10,9196.46,9513.68,8696.0,9039.47,2687414282.870266
2019-11-17,9040.16,9072.32,8350.68,8502.4,2074354316.34982
2019-11-24,8502.87,8503.52,6790.0,6903.28,3194974913.596575
2019-12-01,6900.23,7850.0,6515.0,7390.89,3668731159.5846167
2019-12-08,7391.5,7750.0,7067.0,7510.11,2440852073.6477933
2019-12-15,7510.11,7650.0,7008.35,7118.59,1829594877.0505176
2019-12-22,7119.6,7518.54,6435.0,7501.44,2377549933.380773
2019-12-29,7500.71,7695.38,7076.42,7388.24,1960970043.8226128
2020-01-05,7388.43,7495.0,6871.04,7358.75,1751045575.9710777
2020-01-12,7357.64,8455.0,7346.76,8184.98,3978362245.8603854
2020-01-19,8184.97,9198.98,8055.89,8701.7,4075229206.683569
2020-01-26,8701.72,8818.0,8238.0,8615.0,2139257584.5757427
