1. open,2. high,3. low,4. close,5. volume
38.2711,38.507,38.2522,38.4221,9717376
38.2971,38.4127,38.2451,38.2699,7747724
38.1484,38.2971,38.0894,38.2947,10347392
38.1496,38.3608,38.1107,38.1484,15889840
38.2263,38.264,37.8983,38.1531,32754320
38.9128,38.9176,38.2074,38.231,24668556
38.8869,38.9671,38.8373,38.9152,276716
38.9058,38.9058,38.8586,38.8987,56200
38.8822,38.9223,38.8822,38.9058,5628
38.8822,38.8869,38.8586,38.8869,14044
38.894,38.9294,38.8751,38.8893,40824
38.9058,38.9176,38.8704,38.8822,90404
38.9058,38.9718,38.7453,38.9058,396364
38.7453,38.927,38.7359,38.894,10718820
38.7406,38.7902,38.625,38.7453,17864484
38.73,38.7642,38.5448,38.7383,11948368
38.7147,38.8067,38.6793,38.73,8010020
38.8255,38.8444,38.6108,38.7142,12295240
39.0675,39.1016,38.776,38.8255,10676876
38.9022,39.0686,38.8185,39.0662,13793004
38.7642,38.9435,38.6226,38.9034,12600496
38.6934,38.8468,38.651,38.7642,436744
38.8775,38.8775,38.658,38.658,118224
38.8609,38.9034,38.7878,38.7878,43104
38.7288,38.8114,38.7288,38.8114,3920
38.8114,38.835,38.7571,38.7925,12060
38.8468,38.927,38.8468,38.927,59096
38.8539,38.8704,38.7996,38.8586,43528
38.7406,38.8539,38.6108,38.8539,229216
38.6486,38.8255,38.5943,38.7288,10398384
38.9294,38.9695,38.5377,38.6395,17609796
38.9294,38.9435,38.7335,38.9294,8282084
38.8633,39.0285,38.843,38.9256,8385124
38.8138,38.953,38.7194,38.8609,7646848
38.8798,38.9671,38.7052,38.8138,12680276
38.6238,38.9388,38.4882,38.8822,19548580
38.3631,38.8303,38.3183,38.6226,16905308
38.2664,38.3985,38.1838,38.3608,286348
38.2687,38.3348,38.198,38.3348,179640
38.3183,38.3867,38.3183,38.3277,25520
38.2475,38.3183,38.2475,38.3159,5896
38.4811,38.5,38.2451,38.2451,11944
38.4858,38.4952,38.4693,38.4764,18244
38.4481,38.4952,38.4481,38.4929,16000
38.4764,38.4811,38.415,38.4787,68032
38.4103,38.4834,38.2304,38.474,7028536
38.3796,38.4764,38.2074,38.4433,18180204
38.2947,38.4339,38.0375,38.3777,15593768
38.3065,38.5377,38.2404,38.2972,12930460
38.6156,38.7359,38.3065,38.3089,13635488
38.7383,38.8397,38.6085,38.6179,13696976
38.9954,39.0355,38.5589,38.7359,21888268
39.1063,39.2432,38.8727,39.0001,16293232
39.2196,39.2361,39.0568,39.1063,316012
39.203,39.2337,39.0945,39.1252,280280
39.2125,39.2361,39.1653,39.2243,24020
39.2054,39.2054,39.1889,39.1889,2308
39.1629,39.2054,39.045,39.2054,36040
38.9789,39.0119,38.9412,38.9648,98380
38.953,38.9954,38.953,38.9789,23736
38.986,39.0001,38.953,38.953,1805292
38.986,39.078,38.9294,38.9789,16891756
38.7618,38.9907,38.7453,38.9883,16940704
38.9341,38.96,38.7147,38.7642,14150104
38.9223,38.9978,38.8232,38.9364,11178852
39.2927,39.3116,38.8822,38.9246,17046800
39.3021,39.3412,39.2455,39.2927,12495824
39.1441,39.354,39.0709,39.303,19755956
39.3187,39.3894,38.9789,39.1464,21203116
39.4248,39.4626,39.2833,39.3187,938904
39.2951,39.4531,39.2809,39.4248,438188
39.1889,39.3234,39.1653,39.3187,27824
39.1889,39.2101,39.1889,39.1889,5728
39.17,39.17,39.1653,39.1653,3600
39.2007,39.2243,39.1842,39.1889,75816
39.1488,39.2007,39.1323,39.2007,107692
39.1417,39.1582,39.1181,39.1488,81184
39.0992,39.1625,39.0709,39.1181,16181612
39.1275,39.2597,39.0308,39.0992,31434936
44.2718,44.2836,44.2599,44.2836,22524
44.2741,44.2741,44.2599,44.2718,5160
44.2599,44.2765,44.2457,44.2481,30236
44.2623,44.2964,44.2315,44.2528,27233172
44.3523,44.3997,44.2149,44.2623,14414184
44.2653,44.357,44.1723,44.3547,7560536
44.4423,44.4494,44.2552,44.267,5958424
44.492,44.4968,44.3689,44.4423,6589472
44.1936,44.582,44.1699,44.492,12099684
44.3689,44.3973,44.087,44.1936,11069644
44.4684,44.492,44.2907,44.3665,8934224
44.4802,44.5086,44.4565,44.4684,79996
44.4613,44.5039,44.4565,44.5039,67596
44.4802,44.4802,44.4565,44.4565,25744
44.5039,44.5039,44.4802,44.4802,16172
