,timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,sma_5,sma_20,return,future_return,target,overall_sentiment_score,ticker_sentiment,ticker_relevance,topic_Energy & Transportation,topic_Technology,topic_Blockchain,topic_Economy - Monetary,topic_Financial Markets,topic_Manufacturing,topic_Earnings,topic_Real Estate & Construction,topic_Finance,topic_Economy - Fiscal,topic_Retail & Wholesale,topic_Life Sciences,topic_IPO,topic_Mergers & Acquisitions,topic_Economy - Macro
0,2024-02-20,168.57,174.4278,117.0139,169.315,46421346,60.48147054146164,4.20318708864869,4.761627315905102,169.48899999999998,165.97630999999998,0.004419528979059173,0.0057880282314028975,1,0.19433565217391302,0.1441208260869565,0.21723995652173914,0.05217391304347826,0.1855071304347826,0.0,0.06765304347826087,0.5164963913043479,0.1840578260869565,0.6313934782608696,0.03043478260869565,0.0550724347826087,0.0,0.4753621739130435,0.017391304347826087,0.020407043478260868,0.006892130434782608,0.006892130434782608
1,2024-02-21,168.95,177.32,103.65,170.295,47349114,61.95794186340345,4.035996602150732,4.616501173154228,169.762,166.64356,0.0057880282314028975,0.02348865204498085,1,0.21005833333333335,0.1875622916666667,0.36696795833333334,0.008333333333333333,0.19583325,0.0,0.05867025,0.642735875,0.14722216666666665,0.3596566666666667,0.013888916666666667,0.09166666666666667,0.0,0.5291665833333333,0.013888916666666667,0.013209916666666667,0.0,0.0
2,2024-02-22,171.51,179.7261,166.155,174.295,60656525,67.32417355853912,4.178100960568003,4.528821130636983,170.43099999999998,167.49181000000002,0.02348865204498085,0.002266272698585814,1,0.26369564285714286,0.1991942142857143,0.23405278571428573,0.010204071428571429,0.26020385714285715,0.0,0.011322785714285714,0.5779924285714285,0.20068007142857144,0.6653579285714286,0.010204071428571429,0.057823071428571425,0.0,0.4268705,0.03401357142857143,0.0,0.0,0.0
3,2024-02-23,174.0,175.75,166.3076,174.69,72694435,67.80710692231727,4.273332569463918,4.47772341840237,171.433,168.35681,0.002266272698585814,-0.0036922548514511933,0,0.17094541176470587,0.0717810588235294,0.28488988235294116,0.014705882352941176,0.14705876470588233,0.0,0.03588311764705882,0.5406464117647058,0.1617646470588235,0.4653648823529412,0.0,0.07352941176470588,0.0,0.5882352352941177,0.014705882352941176,0.018284882352941175,0.01864929411764706,0.0
4,2024-02-26,175.5,176.4,169.6432,174.045,50723368,66.08943594739927,4.247792290741785,4.431737192870253,172.528,169.11506,-0.0036922548514511933,-0.0033611996897352503,0,0.19577586666666666,0.24317693333333334,0.34401740000000003,0.03333333333333333,0.2166666,0.0,0.0,0.6235552666666667,0.18333326666666666,0.5116888666666667,0.0222222,0.027777800000000002,0.0,0.5055554666666667,0.011111133333333334,0.05955513333333333,0.0,0.0
5,2024-02-27,174.0,184.7261,162.6007,173.46,34250229,64.4936933259338,4.132707544839917,4.371931263264186,173.357,169.69006,-0.0033611996897352503,-0.010146431453937566,0,0.1934270909090909,0.07779327272727272,0.22179854545454544,0.03333336363636364,0.18484845454545454,0.0,0.09650063636363636,0.7500973636363636,0.15454545454545454,0.4596826363636364,0.0,0.06363636363636363,0.0,0.5484848181818182,0.015151545454545456,0.014410818181818181,0.0,0.0
6,2024-02-28,172.58,180.746,163.2859,171.7,30530211,59.8144223314432,3.8550461907020974,4.2685542487517685,173.638,170.43206,-0.010146431453937566,0.03168316831683171,1,0.18589035294117648,0.09527364705882353,0.2660284705882353,0.023529411764705882,0.2490194705882353,0.0,0.02797394117647059,0.5417864117647059,0.1803920588235294,0.5636774117647059,0.0,0.09019605882352942,0.0,0.4254900588235294,0.03137252941176471,0.00932464705882353,0.0,0.01864929411764706
7,2024-02-29,172.21,186.7559,165.1842,177.14,66373311,67.63164515249127,4.02753320736673,4.220350040474761,174.20699999999997,171.48406,0.03168316831683171,0.0048266907530767345,1,0.20253880000000002,0.12290633333333333,0.2008614,0.0222222,0.22222206666666666,0.0,0.05955513333333333,0.5228617333333333,0.19999986666666664,0.4949962,0.0,0.07777773333333333,0.0,0.47777759999999997,0.0,0.010567933333333333,0.0,0.010567933333333333
8,2024-03-01,176.98,178.725,172.5603,177.995,35244085,68.66342191883712,4.184979921763613,4.213276016732531,174.868,171.85381,0.0048266907530767345,-0.0051405938369054605,0,0.1881094761904762,0.141608,0.242785,0.017460333333333335,0.2214284761904762,0.0,0.08413652380952381,0.5411574761904762,0.16587295238095237,0.5881045714285714,0.015872999999999998,0.07063490476190476,0.007548523809523809,0.4753967142857143,0.03333333333333333,0.04683833333333333,0.007548523809523809,0.0
9,2024-03-04,178.74,189.516,165.1581,177.08,42377339,66.23031279924896,4.187652077809474,4.20815122894792,175.475,172.16280999999998,-0.0051405938369054605,-0.018353286650101608,0,0.2178783076923077,0.07950207692307693,0.22733023076923076,0.03461538461538462,0.3038460769230769,0.0,0.10704207692307693,0.45464076923076924,0.18846146153846155,0.5753175384615384,0.0,0.015384615384615385,0.01219376923076923,0.45769223076923077,0.0,0.03473030769230769,0.0,0.0
10,2024-03-05,176.32,179.925,163.585,173.83,42293718,58.324698916748495,3.8827638573005743,4.1430737546184515,175.549,172.379815,-0.018353286650101608,-0.0025312086521315225,0,0.2067255,0.13156994444444445,0.2250128888888889,0.0,0.2453702222222222,0.0,0.05215133333333333,0.5213443888888889,0.12499994444444444,0.4442381111111111,0.0185185,0.08796288888888888,0.0,0.523148,0.0,0.03201605555555556,0.0,0.00880661111111111
11,2024-03-06,174.02,181.045,171.9912,173.39,34810691,57.327016920460544,3.56454358359926,4.027367720414613,175.887,172.604565,-0.0025312086521315225,0.016927158428975186,1,0.2213826153846154,0.1965653846153846,0.2845173076923077,0.012820538461538463,0.28205115384615387,0.04432992307692308,0.07681738461538462,0.4550214615384615,0.20512807692307694,0.5126636153846154,0.03205130769230769,0.03205130769230769,0.0,0.4358973076923077,0.0,0.0,0.0,0.0
12,2024-03-07,172.26,179.7261,160.095,176.325,37710409,61.99683066352123,3.5087351801740567,3.923641212366502,175.72400000000002,172.895815,0.016927158428975186,-0.00768467318871402,0,0.26179972727272727,0.17894281818181818,0.225151,0.0,0.2954543636363636,0.0,0.043232454545454546,0.2597450909090909,0.20454527272727271,0.816444909090909,0.022727272727272728,0.0,0.0,0.431818,0.045454545454545456,0.0,0.009834454545454546,0.0
13,2024-03-08,177.12,178.785,163.2738,174.97,41733639,58.79776435645034,3.3169338933859365,3.802299748570389,175.11899999999997,173.15931500000002,-0.00768467318871402,-0.01245927873349717,0,0.17525418181818184,0.12725272727272727,0.2068860909090909,0.022727272727272728,0.22727263636363634,0.0,0.043232454545454546,0.6312868181818182,0.15909081818181817,0.7022547272727273,0.015151545454545456,0.10606063636363636,0.0,0.4545453636363636,0.015151545454545456,0.0,0.0,0.0
14,2024-03-11,174.71,177.68,162.1067,172.79,31002649,53.97242801135392,2.9549592795959825,3.632831654775508,174.26100000000002,173.067565,-0.01245927873349717,0.014294808727356889,1,0.2319541818181818,0.10343681818181817,0.149811,0.022727272727272728,0.3030301818181818,0.0,0.0,0.5683852727272728,0.13636354545454543,0.28161681818181816,0.0,0.022727272727272728,0.0,0.4848483636363637,0.030303,0.0,0.0,0.0
15,2024-03-12,173.3,184.7262,167.7712,175.26,39785788,58.16194018681978,2.834723222870565,3.4732099683945195,174.54699999999997,173.2355,0.014294808727356889,0.010641332876868637,1,0.2677219,0.22866850000000002,0.2338502,0.0,0.2833331,0.0,0.0310843,0.6380683,0.2333331,0.7457912999999999,0.0,0.0,0.0,0.48333309999999996,0.0,0.0310843,0.0,0.0
