,Date,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount
292,2023-03-26,27972.87,28868.05,26601.8,27968.05,1437828.84706,40105785082.654655,32723292
293,2023-04-02,27968.05,29184.68,26508.14,28171.87,500795.73086999997,13977682781.951063,9943708
294,2023-04-09,28171.87,28775.0,27200.24,28323.76,306532.39014,8605878331.589554,7007729
295,2023-04-16,28323.76,31000.0,28170.0,30304.65,377573.74044,11332769446.671257,7871684
296,2023-04-23,30304.66,30485.0,27125.0,27590.6,430421.84646,12389863959.154465,8610002
297,2023-04-30,27590.59,30036.0,26942.82,29233.21,444613.47701000003,12771602994.747986,9248254
298,2023-05-07,29233.2,29820.0,27666.95,28430.1,360117.97447,10354875658.978004,8366414
299,2023-05-14,28430.09,28631.01,25811.46,26917.62,338765.74243,9246865802.238815,7982133
300,2023-05-21,26917.61,27663.59,26361.2,26747.78,230394.72253,6232670750.250422,5632311
301,2023-05-28,26747.78,28261.32,25871.89,28065.0,251061.07389,6732832133.081762,5214712
302,2023-06-04,28065.01,28447.14,26505.0,27115.21,233113.44204,6370610147.837866,5056219
303,2023-06-11,27115.2,27391.77,25351.02,25925.55,347786.76863,9123681850.269142,8221418
304,2023-06-18,25925.54,26839.99,24800.0,26339.97,265685.74051,6864197309.52217,5914978
305,2023-06-25,26339.98,31431.94,26256.61,30462.66,408189.22942,11977753742.2716,7845510
306,2023-07-02,30462.67,31282.0,29500.0,30617.03,294881.44198,8977334209.174368,6151928
307,2023-07-09,30617.02,31500.0,29701.02,30160.71,244056.69119,7465890814.405819,5652625
308,2023-07-16,30160.71,31804.2,29900.0,30231.99,269249.39031,8259233660.698027,5930859
309,2023-07-23,30232.0,30417.46,29512.0,30083.75,180919.27148,5421859687.909929,4437412
310,2023-07-30,30083.75,30099.58,28861.9,29281.09,168154.81375,4928069284.783114,4074123
311,2023-08-06,29281.09,30047.5,28585.7,29088.42,190359.38216,5563549381.822339,4275812
312,2023-08-13,29088.43,30244.0,28701.03,29303.84,178844.98681,5273077531.6069975,3902955
313,2023-08-20,29303.85,29695.32,25166.0,26189.99,307223.55373,8459713612.093009,6367788
314,2023-08-27,26190.0,26819.27,25300.0,26101.77,188618.43325,4923481690.987551,3708881
315,2023-09-03,26101.78,28142.85,25333.75,25971.21,258183.08813,6876152878.867963,5240441
316,2023-09-10,25971.21,26445.5,25372.51,25841.61,156769.66561,4053984258.001291,3927460
317,2023-09-17,25841.6,26888.0,24901.0,26527.51,221247.03537,5773266974.892976,5082637
318,2023-09-24,26527.5,27483.57,26122.08,26248.38,191220.58923,5139867700.209755,5061396
319,2023-10-01,26248.39,28065.51,25990.46,27992.57,189937.16919,5073578850.209523,5966990
320,2023-10-08,27992.58,28580.0,27160.5,27917.05,217523.39638,6040607903.040582,7856366
321,2023-10-15,27917.06,27987.93,26538.66,27154.15,164897.39085,4470534793.716654,6797459
322,2023-10-22,27154.14,30000.0,27112.66,28713.71,183781.98057,5209000778.06705,6149010
