timestamp,1. open,2. high,3. low,4. close,5. volume
2018-01-31 19:00:00,39.1727,39.2103,39.1022,39.2103,283016
2018-01-31 18:00:00,39.2291,39.2902,39.0857,39.1633,253676
2018-01-31 17:00:00,39.1680,39.2878,39.1374,39.2197,383444
2018-01-31 16:00:00,39.3536,39.3607,39.1257,39.1374,13960772
2018-01-31 15:00:00,39.2173,39.3971,39.1844,39.3536,21420456
2018-01-31 14:00:00,39.2502,39.3348,39.1257,39.2173,13282256
2018-01-31 13:00:00,39.1750,39.2808,39.1680,39.2500,7468856
2018-01-31 12:00:00,39.1938,39.3019,39.1609,39.1741,9340096
2018-01-31 11:00:00,39.3724,39.4100,39.1774,39.1913,10275880
2018-01-31 10:00:00,39.3771,39.5322,39.3278,39.3701,15057344
2018-01-31 09:00:00,39.1868,39.5819,39.1609,39.3818,20096748
2018-01-31 08:00:00,38.9729,39.4758,38.9612,39.1703,1236620
2018-01-31 07:00:00,38.9729,39.1233,38.9494,39.0716,543456
2018-01-31 06:00:00,38.9847,38.9847,38.9142,38.9729,124616
2018-01-31 05:00:00,38.9283,39.0035,38.9283,38.9659,48196
2018-01-31 04:00:00,39.1257,39.1257,38.9024,38.9400,117072
2018-01-30 19:00:00,39.3019,39.3090,39.2549,39.2620,141900
2018-01-30 18:00:00,39.2784,39.3231,39.2502,39.2949,101528
2018-01-30 17:00:00,39.2455,39.2902,39.2361,39.2902,571660
2018-01-30 16:00:00,39.2361,39.2949,39.2079,39.2620,6988100
2018-01-30 15:00:00,39.0834,39.2573,39.0622,39.2338,21001164
2018-01-30 14:00:00,39.0152,39.1621,38.9964,39.0845,13321604
2018-01-30 13:00:00,39.0058,39.0622,38.7967,39.0152,24614064
2018-01-30 12:00:00,38.9847,39.1139,38.9753,39.0082,11075592
2018-01-30 11:00:00,39.2573,39.3301,38.9480,38.9847,19139232
2018-01-30 10:00:00,39.1727,39.3207,38.9753,39.2549,27915360
2018-01-30 09:00:00,38.9823,39.2267,38.7027,39.1750,37001248
2018-01-30 08:00:00,38.9847,39.1938,38.8930,38.9565,1157576
2018-01-30 07:00:00,39.1233,39.1656,38.8907,38.9377,388368
2018-01-30 06:00:00,39.0975,39.1586,39.0152,39.1421,108176
2018-01-30 05:00:00,39.2667,39.2667,39.0270,39.0787,66512
2018-01-30 04:00:00,39.4782,39.4782,39.2667,39.2902,5592
2018-01-29 19:00:00,39.4970,39.5252,39.4782,39.4993,30564
2018-01-29 18:00:00,39.4312,39.5040,39.4312,39.5017,125192
2018-01-29 17:00:00,39.4570,39.4735,39.4194,39.4359,155860
2018-01-29 16:00:00,39.4899,39.7661,39.4359,39.4570,10914680
2018-01-29 15:00:00,39.5263,39.6050,39.4328,39.4688,25069436
2018-01-29 14:00:00,39.5956,39.6050,39.4218,39.5275,15010360
2018-01-29 13:00:00,39.6638,39.7131,39.5839,39.5959,10166716
2018-01-29 12:00:00,39.7601,39.7625,39.5815,39.6614,11363960
2018-01-29 11:00:00,39.5542,39.7766,39.4594,39.7583,20685540
2018-01-29 10:00:00,39.6356,39.6482,39.2596,39.5534,38249664
2018-01-29 09:00:00,39.9787,40.0186,39.2996,39.6344,35401404
2018-01-29 08:00:00,40.1032,40.1714,39.9599,39.9810,949748
2018-01-29 07:00:00,40.1643,40.1714,40.0703,40.1220,419824
2018-01-29 06:00:00,40.1479,40.1620,40.0562,40.1620,88752
2018-01-29 05:00:00,40.3735,40.4651,40.1408,40.1620,133968
2018-01-29 04:00:00,40.2983,40.5591,40.2983,40.4158,98096
2018-01-26 19:00:00,40.2654,40.2912,40.2536,40.2748,77096
2018-01-26 18:00:00,40.2889,40.3006,40.2654,40.2654,73068
2018-01-26 17:00:00,40.2771,40.3030,40.2583,40.2771,111840
2018-01-26 16:00:00,40.3030,40.3030,40.1831,40.2771,19664212
