timestamp,1. open,2. high,3. low,4. close,5. volume
2018-01-23 12:00:00,23.594,23.6468,23.494,23.52,12129945
2018-01-23 16:00:00,23.5193,23.5787,23.4613,23.5787,1126290
2018-01-24 04:00:00,23.56,23.7,23.56,23.6733,87735
2018-01-24 08:00:00,23.6667,23.7333,23.02,23.1827,37447485
2018-01-24 12:00:00,23.1827,23.1913,22.9013,23.0613,24008400
2018-01-24 16:00:00,23.0593,23.17,23.0494,23.17,1583190
2018-01-25 04:00:00,23.17,23.3113,23.1333,23.2927,100680
2018-01-25 08:00:00,23.2667,23.324,22.8667,23.2205,24350025
2018-01-25 12:00:00,23.2213,23.234,22.4267,22.5033,54782460
2018-01-25 16:00:00,22.5093,22.9933,22.44,22.7,3073875
2018-01-26 04:00:00,22.7993,22.8467,22.7893,22.7893,132495
2018-01-26 08:00:00,22.8333,22.8333,22.3807,22.6313,31038720
2018-01-26 12:00:00,22.6373,22.9333,22.562,22.8467,19833435
2018-01-26 16:00:00,22.8567,22.8667,22.8353,22.8567,1378620
2018-01-29 04:00:00,22.76,22.796,22.688,22.7,25530
2018-01-29 08:00:00,22.7,23.0185,22.552,22.97,21112485
2018-01-29 12:00:00,22.9713,23.39,22.9033,23.2893,32845515
2018-01-29 16:00:00,23.302,23.318,23.0049,23.2667,1883970
2018-01-30 04:00:00,23.2167,23.2167,23.02,23.056,143655
2018-01-30 08:00:00,23.0667,23.35,22.8113,23.0613,28649940
2018-01-30 12:00:00,23.0667,23.218,23.0333,23.0547,18060375
2018-01-30 16:00:00,23.0547,23.0667,23.0,23.052,5076030
2018-01-31 04:00:00,23.1653,23.2507,23.1533,23.2507,98235
2018-01-31 08:00:00,23.1833,23.6247,23.0127,23.6107,28694850
2018-01-31 12:00:00,23.6067,23.746,23.4,23.6307,32248110
2018-01-31 16:00:00,23.6207,23.7013,23.5567,23.7,11511510
2018-02-20 12:00:00,22.468,22.484,22.1,22.3173,14389620
2018-02-20 16:00:00,22.318,22.34,22.2667,22.34,721005
2018-02-21 04:00:00,22.3407,22.4267,22.3287,22.4133,58350
2018-02-21 08:00:00,22.3333,22.5993,22.2453,22.5401,17715120
