timestamp,1. open,2. high,3. low,4. close,5. volume
2018-01-31 19:00:00,23.6400,23.7013,23.6400,23.7000,106980
2018-01-31 18:00:00,23.6200,23.6600,23.6133,23.6207,36000
2018-01-31 17:00:00,23.5667,23.6273,23.5567,23.6273,22500
2018-01-31 16:00:00,23.6207,23.6407,23.5833,23.6000,11346030
2018-01-31 15:00:00,23.5413,23.6647,23.4000,23.6307,9568875
2018-01-31 14:00:00,23.6580,23.6847,23.4380,23.5487,5975700
2018-01-31 13:00:00,23.7100,23.7460,23.5313,23.6433,7048785
2018-01-31 12:00:00,23.6067,23.7380,23.5808,23.7100,9654750
2018-01-31 11:00:00,23.5230,23.6247,23.3800,23.6107,9939525
2018-01-31 10:00:00,23.1373,23.5313,23.0541,23.5241,11244285
2018-01-31 09:00:00,23.2667,23.2667,23.0127,23.1300,7380630
2018-01-31 08:00:00,23.1833,23.3000,23.1833,23.2993,130410
2018-01-31 07:00:00,23.1867,23.2507,23.1867,23.2507,59235
2018-01-31 06:00:00,23.2500,23.2500,23.1900,23.1900,13500
2018-01-31 05:00:00,23.1907,23.1907,23.1893,23.1893,3000
2018-01-31 04:00:00,23.1653,23.2000,23.1533,23.1900,22500
2018-01-30 19:00:00,23.0327,23.0520,23.0200,23.0520,20115
2018-01-30 18:00:00,23.0040,23.0167,23.0040,23.0167,6000
2018-01-30 17:00:00,23.0333,23.0527,23.0000,23.0527,27000
2018-01-30 16:00:00,23.0547,23.0667,23.0340,23.0567,5022915
2018-01-30 15:00:00,23.0887,23.1280,23.0447,23.0547,5978175
2018-01-30 14:00:00,23.1553,23.1764,23.0766,23.0885,3208200
2018-01-30 13:00:00,23.1500,23.1814,23.0333,23.1573,4229355
2018-01-30 12:00:00,23.0667,23.2180,23.0433,23.1476,4644645
2018-01-30 11:00:00,23.0867,23.1500,22.9780,23.0613,5367315
2018-01-30 10:00:00,22.9421,23.1420,22.8113,23.0838,12370410
2018-01-30 09:00:00,23.0500,23.2159,22.9273,22.9347,10784400
2018-01-30 08:00:00,23.0667,23.3500,23.0200,23.0333,127815
2018-01-30 07:00:00,23.0813,23.0813,23.0200,23.0560,130155
2018-01-30 06:00:00,23.0787,23.0787,23.0787,23.0787,1500
2018-01-30 04:00:00,23.2167,23.2167,23.0640,23.0660,12000
2018-01-29 19:00:00,23.2667,23.2800,23.2667,23.2667,12930
2018-01-29 18:00:00,23.2173,23.2700,23.2173,23.2373,9000
